generation,best_fitness,avg_fitness,std_fitness,delta_element.Cd.levels[0],delta_element.Cd.levels[1],delta_element.Cd.slater[0],delta_element.Cd.slater[1],delta_element.Cd.shpoly[0],delta_element.Cd.shpoly[1],delta_element.Cd.kcn[0],delta_element.Cd.kcn[1],delta_element.Cd.gam,delta_element.Cd.lgam[0],delta_element.Cd.lgam[1],delta_element.Cd.arep,delta_element.Cd.en,delta_element.S.levels[0],delta_element.S.levels[1],delta_element.S.levels[2],delta_element.S.slater[0],delta_element.S.slater[1],delta_element.S.slater[2],delta_element.S.shpoly[0],delta_element.S.shpoly[1],delta_element.S.shpoly[2],delta_element.S.kcn[0],delta_element.S.kcn[1],delta_element.S.kcn[2],delta_element.S.gam,delta_element.S.lgam[0],delta_element.S.lgam[1],delta_element.S.lgam[2],delta_element.S.arep,delta_element.S.en
0,4.751638867343561,4.751638867343561,0.0,0.28523511062270224,-0.6008455210067232,-0.20132374997764435,0.07833542061065857,-0.01014895229726584,-0.0021502630938907974,0.15867512282349003,0.032603219368243896,-0.027173540393536658,0.14050973033862846,0.1880358660882565,0.19453006732012046,-0.2036243209394193,-0.7181679011737323,0.800416875024256,-0.4029330005446856,-0.6009960841205066,-0.26641840044251497,0.04059277785968085,0.027180696980755564,-0.011525709049418444,-0.03308247745297943,-0.00064370522829299,3.110455891190689e-05,-0.00127927796759646,-0.1517934584291149,0.05467761994193521,-0.1014925775139559,-0.12493471703202996,0.22941497049278592,0.34033693680008525
1,3.051998659509863,3.051998659509863,0.0,-0.34039437550851837,0.8036340223159182,-0.07838102756153287,0.11260667174925842,0.02313265831461561,-0.007539805573505698,0.09381834056333116,-0.01680039543769392,-0.031140859617412475,-0.03403963131381649,0.22517780684959943,0.07656737239620215,0.18288633751203154,2.121371013865325,-2.43005875267942,-0.06655204506188861,-0.03084714488404572,-0.4737894736266448,0.01567328290607284,-0.008590683257036158,0.01095612995635218,0.008089603759716818,0.016304961291185666,-0.006327028686740226,-0.0010110090595489112,-0.10877624037220457,-0.060247565541937886,-0.17378158296977164,0.10445498977350365,-0.28039736233808776,-0.1928271967297741
2,0.7482967557393256,0.7482967557393256,0.0,1.0223217603594605,-0.382993037273454,-0.4543102716644527,0.09048315769956039,-0.004700341006358313,0.004693513252547105,0.034824968723905086,-0.02605012302776505,0.0014822712567129637,0.1048392599495136,-0.13190660135694576,-0.2075863430667121,-0.08993935540755937,-2.0716759820219934,0.16429826449574314,0.09236285962443214,0.242579328728727,-0.3086227378111843,0.4210755806309239,-0.02584964165863532,-0.002090414841951084,0.025830768372222812,0.034789744248638954,0.0034726415670155164,0.00019761396259505848,-0.15673935340786938,-0.007013445886737357,-0.08885842071137184,-0.12141577377083546,-0.24746893858953367,-0.40900673690797174
3,1.7458514076661853,1.7458514076661853,0.0,1.0465764060692475,0.8187483898570229,0.46869076610945193,0.2083937239321958,0.00766081445919678,0.01184264256098011,-0.022257447289461718,0.017740169361319072,-0.01930618154682867,-0.10695696098414498,0.22036458491888322,-0.1551091134027024,0.07606867552583152,5.1812876727486845,-1.667892566692455,0.04837932995692551,-0.050852824023400967,0.4410288028594116,0.21810763340819683,0.00875711353523076,-0.00044259914360020997,0.012991147137965425,-0.00660875836072336,0.008154788344030144,0.0008044808783503601,-0.14998790212281715,-0.16988645212586673,0.0895353743295707,0.1898980110292796,0.07488157282613694,0.4622476618639686
4,0.7983353754218838,0.7983353754218838,0.0,-1.8193693996574716,-0.6442688471456006,0.3302240858885388,-0.06692944219287611,-0.014217312939934335,0.014802191192565997,-0.04009035615201938,-0.012852808864228307,0.030746360764752262,0.20296150427004567,-0.027216149571095194,-0.24221369816566107,0.2038886902036694,-0.45238084012428814,-2.3477319776126446,-0.04058922029154788,-0.42771723518531557,0.4614723745226046,0.33408609548338486,0.002702945205905305,0.006238511433279061,0.033722726081016396,0.01295890087237389,-0.0077036530454321905,0.0003751783356484781,0.15877938351977305,0.02535211239826962,-0.10982327259627955,-0.21519164942697944,0.10523121729541929,-0.2572609825875549
5,0.7039167164160829,0.7039167164160829,0.0,-2.9543268592946212,0.8131280046177465,0.30496262529090457,-0.15120111648108092,-0.01576052306338334,-0.012017544429928771,0.008133170711588117,0.16354026067636876,-0.004233269300501802,-0.18966059021608694,0.18023490663381925,-0.10371850305622621,0.2039968533774732,5.1531851327309575,-2.902108993052499,0.21297301071732622,-0.5228292767189795,0.42784698003913624,-0.10869593136052247,0.016479661126649975,-0.010480248024162551,0.0021689370453460144,-0.01710829712744985,-0.009017911468702289,-0.0018673614820540457,0.09146153276062086,0.06269057156496971,-0.008270332916794909,-0.1676498959874274,-0.0752402615998986,0.2659937581488552
6,0.07977323266610181,0.07977323266610181,0.0,1.6115830192408271,-0.08253149253338421,-0.16501428944262453,-0.1763823160475484,0.023482360915770356,-0.007376994418866245,-0.025857931488101393,0.051762397682070777,-0.007267940896368438,0.03625546214950792,0.19132199860841215,0.1790185432137381,0.4092724409157191,3.836043102831969,0.606207200205306,-0.18857318611521956,0.09280559467838145,-0.3332356269725265,0.461343982210054,-0.04197249153744745,0.011215417949634522,-0.022669653308264148,-0.00669473454304767,-0.008850796840727856,0.0006958941374302086,-0.08985284944447425,0.0940715157345191,0.10609354087681877,0.010611466448121165,0.03154642522789608,0.5404219509558801
7,0.7788007323121877,0.7788007323121877,0.0,2.3549606316457847,-0.763705387394229,0.2472298251653262,0.09538789744829668,0.01607088902514038,0.007926621169618134,0.1195048722207627,0.11700208892667924,-0.010084465806683346,0.13196731928598227,0.2021590987800307,-0.14591122714342553,0.09810176139244886,-2.5652457909721527,-1.4356180023139427,0.336228911937819,0.625764650923605,0.1561225264615027,0.19952012264802432,0.005278623551698225,0.005654214663921235,0.01664185342138036,-0.01791180300439707,-0.007153712561379366,0.00036344639691551425,0.05040482979853089,-0.06731721337226104,0.038437808987616284,0.14088644756842394,-0.1457209313530441,-0.5771945410601758
8,1.6633785653452433,1.6633785653452433,0.0,-1.2786854163589592,-0.22401402778784574,-0.17234773561409233,0.25417947616387804,-0.010850076884910576,-0.00677150177101888,0.19508751268800725,0.13505874054000647,0.03219117606547081,-0.16962121754649662,-0.20653915642082288,-0.1850921761172607,0.15211972133045926,2.3515031121435506,2.725233592266992,0.3083887056162147,0.4201665219203221,0.21369305274556138,0.13784085656234435,-0.04004843068519168,-0.0006090452387408837,0.01938554824055372,-0.004468695372727677,0.0055907688017025545,-0.000533663422873018,0.04894893492257901,0.009879241287123586,-0.08226294984766447,-0.1018524752454405,0.25305269274208064,0.35751519772911333
9,0.4222735933609867,0.4222735933609867,0.0,1.6511888595950115,0.6921337630966162,0.04783431045387987,-0.2459433485216166,0.017720363227404737,-0.0025960757392666234,0.1683797466875254,0.09804022976433618,0.024993415758356674,0.03870266981727344,-0.2060291698108775,-0.19017339128022703,0.09826605699949242,0.9757966570385967,-2.4327864613646053,0.3741796543070517,0.44118823287093445,0.11607866822514223,-0.1346705295311128,0.03997065138099684,-0.004532982626177108,-0.005628958051420191,-0.017743938806143972,0.006861903486841681,0.00015093216482675066,-0.08814457326490732,-0.21751241395067566,-0.005482303228664942,0.24752215530760413,-0.009122279793339239,0.27272817978896136
10,0.7892005984855817,0.7892005984855817,0.0,1.1524491483121917,0.7236294246783124,0.03593759457962209,-0.16902375505987965,-0.006245868127212478,0.0009037526355503284,0.02800826135355472,-0.08176134204924242,-0.02713959843669675,0.13474650228258267,-0.01708867598952879,-0.03987200082449849,0.3628837540238723,2.1468375489296143,0.7395363549915697,-0.3803746788494524,-0.14016486117222593,0.3419783545695543,0.022518629183183148,-0.034171470583838875,-0.01061123741811753,0.0005598288997702983,0.005312627585950025,0.008809213095982215,0.0013072331304924602,-0.0466436221945401,-0.2339521373886797,-0.029215544571328245,0.014768394600869872,-0.21292174255658525,-0.5509899194233605
11,1.063728690808892,1.063728690808892,0.0,0.4624317365504691,-0.4325510370354375,-0.05837865549377774,-0.07873935834878387,0.020910242519289884,-0.0036225509197260336,0.15555696034921093,0.02477549693150151,0.018640181110758103,-0.10158666940041594,-0.20395663066666458,0.17271430054391135,0.4058039213296656,5.129784363474265,1.0363625958513243,-0.041196373937455455,0.6220988755004031,-0.001033237217912708,0.4195674764662569,0.011858271997264913,-0.010044731396591698,0.036140682193779416,-0.007320200656685316,0.0007184482686911423,-0.0009267192772286666,-0.029342077290356317,0.1723365611424703,0.11672181291132466,-0.1723613797669521,-0.16385912630871946,-0.5605861337942071
12,0.7003569787258495,0.7003569787258495,0.0,-2.834093740552758,0.922761906648415,0.3456612402403527,0.03857233567813512,0.02429611314075289,0.006431773588138609,0.037479272222986054,0.03429046322343102,0.02628269362374927,-0.035964574043438446,-0.1441796319593599,0.09391888033191198,-0.08756230637543938,0.6194913922538063,0.19207963699469488,-0.17709963088888903,-0.09964431879286462,0.2187068853347145,0.17214574333993582,0.040870687188871935,0.008993110258125221,0.032924538026742056,0.012439761758691659,-0.00846356777498819,0.00043757310916463406,0.0020244093696117904,0.14357371097464222,-0.09336809735141749,0.0953782980302087,-0.1562087915680619,0.02981263462019923
13,1.4376772884239353,1.4376772884239353,0.0,-1.8199088130580172,-0.42086632018394576,-0.4238194207909367,-0.12544531734350284,-0.004114893014204896,-0.011260409083914534,0.09386174344802528,0.177340224824754,0.014426224553015538,-0.05040147443783183,0.02640571605370312,0.08974333409521651,0.31748076170133555,-4.487524319624747,1.8919390675922703,-0.14263194958114367,-0.5050981811887549,-0.06309123143076079,0.18543046109263583,0.018006086752509892,0.005730087227205867,0.008801670288575453,0.018280591726560352,-0.005211491253440663,-0.001659497788516602,-0.12300732867840303,-0.1574967820674773,0.19487484869127047,0.020981209506177212,-0.2614132444611875,0.5499276375666535
14,0.30980669400450345,0.30980669400450345,0.0,1.517923354891062,0.2035401542682198,-0.41444311418906543,-0.2534693824936525,0.020703338585761455,-0.00017333363357167897,0.15322420109824994,-0.07317009310039405,-0.017292002366461084,0.017852041594810686,-0.02240049582411119,-0.1268456486463071,-0.2605142155174087,-0.5788775680010367,-1.0735156954467477,-0.4267496646024278,-0.09545644136533094,0.11989041469887862,0.2273037093339889,0.005028243949631611,0.01431404955970774,-0.03773041896493205,-0.01851204983901908,0.006279006287237095,7.777982865962707e-06,-0.10515193595567585,0.006412961235421344,0.19408041404194976,0.03616508741169078,0.011598893878990602,-0.08908371308806418
15,1.808094563525371,1.808094563525371,0.0,1.623827132496615,0.4031057309374928,-0.3651298133927776,0.00267450721630369,-0.008711862744094245,0.00885114780170107,0.01862320506601929,0.1889542534227732,-0.0007053104925688058,-0.08877110794753718,-0.20593790559834302,-0.11593488003538766,-0.15360568549509934,1.9268694761709035,-2.7563938875338305,0.10294185921449817,0.09983028251774284,0.12159770419480331,0.3842975213782167,-0.012523700491796158,0.0002663919202200368,0.040558420588871685,-0.019147766349880774,0.006834765191837917,0.001039050063817432,-0.06722802592262844,-0.17163912943513782,0.03482789733450398,-0.07298665226519985,-0.05399956978350162,-0.0710671536108074
16,2.4731138375841093,2.4731138375841093,0.0,1.6551772941738854,-0.1479153618945106,-0.41153580122389943,-0.24768491285722405,-0.01781963116242581,0.00124253337502786,0.10364642302765592,0.04918098092792386,0.0076128660070703125,0.16172847528699852,0.19839074901078912,0.21083542062381033,-0.16234873941715233,-5.012063152590674,0.5168172339242272,-0.1354814439707619,-0.6024619772500723,0.038004138322281555,0.26907058919005244,0.02057864731679468,-0.010330257593559801,0.016261205758017594,-0.026560725280213526,0.0026808397707101875,0.0012714623240454572,0.12786109685191427,0.11907807866187103,0.1799572432215658,-0.15654470378182683,0.0553205603569884,0.4481580598469894
17,1.6272104257440096,1.6272104257440096,0.0,-1.6393733043238097,0.5636720105562252,0.4664467643564234,0.19314763471808316,-0.0039486400032720664,-1.6617124317774845e-05,0.15442035756453085,0.16123177546341508,-0.011240859698652836,-0.24560418644815252,-0.08696457105144961,-0.030477862841718828,-0.2320529762468193,2.036362589988638,2.4534267694172662,0.15157251190666976,0.42131028381367175,0.10813453120245509,0.013917830114553942,0.030763167294058424,-0.013951405452682523,-0.01993992488970836,-0.028716598301591595,-0.0018578264256014915,0.0017845403058382447,-0.05797774981920778,-0.23847465457027694,0.00692863023516177,-0.008713932635765476,-0.2677750610356233,-0.16066696271308567
18,1.1264116861298978,1.1264116861298978,0.0,-0.4001536126153731,-0.23796191209804762,-0.09157272252368287,-0.06182530456807522,0.013595924494623407,0.0003022028394077114,0.16950268219145712,-0.04338896148669109,-0.030947293350491997,0.24625513685951161,0.11617417908213723,0.17966420478184864,-0.18215501139975965,1.1745555570963866,0.3707021702746882,-0.2096560190955059,0.023717125414512097,0.3997984607421179,0.4192328476235372,-0.020989034780458188,0.002982464895855047,-0.0009574431824769247,0.004703655869746609,0.006865737251556876,0.00048127363773804027,0.15081210469600315,0.11388193095492039,-0.06039397229391974,-0.07920087438020662,-0.08559145404812774,-0.4027280048758928
19,1.2400204662222318,1.2400204662222318,0.0,-2.423057432360281,-0.0707727038283208,-0.18940476788071647,-0.0468821326316613,-0.0009282219529829633,-0.0011972334278078298,0.15352024953591728,0.18345413878180708,-0.005839753746978371,-0.09156866918714246,0.13704430882156704,-0.08123479524394572,0.02843185449434027,4.500818022899605,-0.8477905627902764,0.26945767312342017,0.18236787191530013,-0.4599274363248218,-0.3728694557284644,-0.019319048691112645,0.00452548381723656,0.023347217390986996,-0.02935547082268959,0.0010014549055552963,-0.0018257551214996611,0.009865368349562309,0.22465674004368474,0.13558006599071748,-0.05028504332797734,-0.0026539995873218203,0.5759541338492693
20,1.3955220928562904,1.3955220928562904,0.0,-2.487113074558213,-0.20124126091197647,-0.3542108572941549,0.27810044685822555,-0.005379224141922406,0.008098744920765871,0.0648070356592213,0.1126824461668938,-0.005623223736135968,-0.06298762645240585,-0.030288224225773264,-0.04105293695703871,-0.1617604420440848,-2.0248229185064908,0.19544064382871618,-0.05695873724757683,0.6265336007109021,0.19639225292716622,-0.0028540950101723084,0.034703402722831234,0.0010116034559987594,-0.04002597908662563,-0.011794767538595596,-0.00798126191971018,-0.0021227451926934867,0.06135842212023923,-0.017987368795839842,0.04452177459317552,-0.19344590915284376,0.07238567267854723,0.3005553594061485
21,1.398242096222968,1.398242096222968,0.0,0.7531458003600093,-0.7078539892654372,0.47953033147591073,0.07713171288295495,-0.018390392543113324,-0.015145972166158476,0.0849279145142422,0.1772905056830207,-0.007465969277976117,0.16322371835303429,-0.22893577028709977,0.17779117241873998,0.3878501037395554,-3.3912363128974334,-2.1647450771675487,0.283018554152235,-0.1288495389621498,0.4324458244527327,0.3416493268940264,0.011611364981627764,0.008918665120625807,0.0006499001587531861,-0.004042685481239289,-0.007094778105905961,0.002114794485426695,0.07391097072557518,-0.05372048335413937,0.03650265416638232,0.11668000556581304,0.04768866414660322,-0.5252237733524923
22,1.2934890585737477,1.2934890585737477,0.0,2.353768317553394,0.6841457352779861,-0.3218757719991654,0.04630754000309856,-0.00022363651259796336,-0.007864640238141478,0.15775563873097212,-0.019717122419992572,0.004521966438010866,0.2475966200303399,0.05171529242784334,0.0678815666883108,0.30042359708212607,2.696994134416368,-2.2726459601559696,-0.14524044884932596,-0.19067059288389832,0.3226801327704596,-0.3830342917728573,-0.03067704412397576,-0.004907223383256727,-0.0031454488768731803,-0.0040591184176055894,-0.0012019137049872133,-0.0009664343077246621,-0.15571517990139572,-0.08308152210447983,0.15681527008530793,0.1480861183450788,0.0730057160429789,-0.1587778505457198
23,0.49121690590817413,0.49121690590817413,0.0,0.067592852964804,0.5862757290557963,-0.2943906074610747,0.2685295389527802,0.021382541299437355,-0.0018368003041593084,0.17340648590872867,-0.02856680939923234,-0.022965644682122352,-0.062199493808576256,-0.1439570070015399,0.22780794865478238,0.2595690899533998,1.9101483996376665,0.8795188350929877,-0.41266051925039937,0.1033458713317259,0.009293335109133771,-0.3857689082749396,-0.027821687322304334,-0.011805004836029316,0.014770717249091903,0.010123588010415296,0.002738953020995992,0.0007099736005943113,-0.14291930100463213,0.0012535720180208987,0.12257960624343767,0.08973863067672361,0.05766508106340984,-0.2737456681106658
24,0.6904943929171332,0.6904943929171332,0.0,-0.953188074237449,-0.9444320281491829,0.273025011695589,-0.0900818395513816,0.009817051210118652,-0.011628598627756198,0.14723011618280332,-0.050625800989434755,-0.025576578758643775,-0.06742735867486604,0.057474705863659215,0.2323469943420604,-0.21170280576438594,-4.507987395146731,0.202217544498426,0.3378491107773747,-0.289364365339535,0.13509048157121795,-0.035566125489733036,0.03843464760636686,0.0024513706899019216,0.006169970123255042,0.001255880760632988,0.001085514477317806,-0.0006006088927633189,0.14410783691982143,-0.0717155914335228,-0.03996147630333946,0.23208087992110715,-0.006988573290061861,-0.5671753635735595
25,1.4581328350496738,1.4581328350496738,0.0,-0.7783789930064788,-0.09351962516649204,-0.47535647786277613,0.2802556866726651,-0.015467259125167679,-0.00475345534419809,0.09728891564530354,0.08168286941619168,-0.012234626596275305,-0.0013407727182441764,0.16379386050574973,-0.019875563590883605,-0.16640693238797155,5.641680437781023,2.655703944357075,-0.3376025080408218,0.4171638713218577,-0.3121454897433784,0.41171297992723677,-0.002765527045351379,-0.013139836587901764,-0.024538855197485304,0.01929618408279446,0.0011986626826593905,0.0005720261425454128,0.05660218259666494,0.06831417423510766,-0.14613302436488518,0.2260080504506783,-0.06544690405461151,0.3589874405919722
