Distance,Energy
0.1,3.11036764239694
0.1191919191919192,2.30792555265544
0.1383838383838384,1.7312364611083901
0.1575757575757576,1.30119649586034
0.17676767676767677,0.9722545465125
0.19595959595959594,0.716105645070058
0.21515151515151515,0.51409239278722
0.23434343434343433,0.35332848453023996
0.2535353535353535,0.22457458152885001
0.2727272727272727,0.12100437760510996
0.2919191919191919,0.037451691182599944
0.3111111111111111,-0.03006883787447001
0.3303030303030303,-0.08467846218786002
0.3494949494949495,-0.1288506862951
0.3686868686868686,-0.16456354788642003
0.3878787878787878,-0.19340970986995998
0.407070707070707,-0.21667798016196005
0.42626262626262623,-0.2354149590130601
0.44545454545454544,-0.25047252198936
0.46464646464646464,-0.26254496652635995
0.48383838383838385,-0.27219845340316007
0.503030303030303,-0.27989458640026
0.5222222222222221,-0.28600945169315994
0.5414141414141413,-0.29084907891476
0.5606060606060606,-0.2946620377595601
0.5797979797979798,-0.29764970481246
0.598989898989899,-0.29997460555876
0.6181818181818182,-0.30176714116896
0.6373737373737373,-0.30313094154606013
0.6565656565656565,-0.3041470479036601
0.6757575757575757,-0.30487712826226
0.6949494949494949,-0.30536598987036
0.7141414141414141,-0.30564379709506007
0.7333333333333333,-0.30572863030526
0.7525252525252525,-0.30563022516916005
0.7717171717171717,-0.30535560692536
0.7909090909090909,-0.30491641770596
0.81010101010101,-0.30433590143186007
0.8292929292929292,-0.30365180391556
0.8484848484848484,-0.3029120364356601
0.8676767676767676,-0.30216427248386
0.8868686868686868,-0.3014460668310601
0.906060606060606,-0.30078084455746
0.9252525252525252,-0.30017861115446
0.9444444444444443,-0.29963902543736
0.9636363636363635,-0.29915545533806
0.9828282828282827,-0.2987185837933599
1.002020202020202,-0.29831880481416007
1.0212121212121212,-0.2979474641475601
1.0404040404040404,-0.2975973165288601
1.0595959595959596,-0.29726255297586013
1.0787878787878789,-0.29693863591745995
1.097979797979798,-0.2966220753653601
1.1171717171717173,-0.2963102101791599
1.1363636363636365,-0.2960010196573599
1.1555555555555557,-0.29569297125536
1.1747474747474747,-0.2953849018527601
1.1939393939393939,-0.29507592706536
1.213131313131313,-0.2947653727939601
1.2323232323232323,-0.29445272388116006
1.2515151515151515,-0.29413758567196013
1.2707070707070707,-0.2938196552507599
1.2898989898989899,-0.29349869985546007
1.309090909090909,-0.2931745406478601
1.3282828282828283,-0.2928470404405601
1.3474747474747475,-0.29251609439705994
1.3666666666666667,-0.2921816229268601
1.385858585858586,-0.29184356625306007
1.405050505050505,-0.2915018802198601
1.4242424242424243,-0.29115653304616007
1.4434343434343435,-0.29080750280786005
1.4626262626262627,-0.29045477545676013
1.481818181818182,-0.2900983432778601
1.501010101010101,-0.28973820365726
1.52020202020202,-0.2893743581197601
1.5393939393939393,-0.28900681154886
1.5585858585858585,-0.2886355715764599
1.5777777777777777,-0.28826064807976004
1.596969696969697,-0.2878820527891601
1.6161616161616161,-0.28749979896215994
1.6353535353535353,-0.2871139011188599
1.6545454545454545,-0.28672437483646007
1.6737373737373737,-0.2863312365669599
1.692929292929293,-0.28593450350315996
1.7121212121212122,-0.2855341934539599
1.7313131313131314,-0.28513032475676003
1.7505050505050506,-0.2847229161893601
1.7696969696969698,-0.28431198691326
1.7888888888888888,-0.2838975564108601
1.808080808080808,-0.2834796444477601
1.8272727272727272,-0.2830582710321601
1.8464646464646464,-0.2826334563797601
1.8656565656565656,-0.2822052208960599
1.8848484848484848,-0.28177358514455997
1.904040404040404,-0.28133856983826
1.9232323232323232,-0.28090019581426007
1.9424242424242424,-0.2804584840303601
1.9616161616161616,-0.28001345554416
1.9808080808080808,-0.2795651315135601
2.0,-0.2791135331785599
