generation,best_fitness,avg_fitness,std_fitness
0,18178.853193233364,inf,
1,18172.167876814,19890.588779066307,1336.2863012825733
2,18175.029782739897,inf,
3,19170.61363485763,20528.192629988192,719.6665696676384
4,18173.13245615443,inf,
5,18173.807825519776,inf,
6,18171.803380034795,inf,
7,18165.770170153617,inf,
8,18164.895562446683,inf,
9,17164.021382459745,19886.708969324653,1100.497306779438
10,18172.85939374659,20024.131049418527,1298.6793386770105
11,18167.71616052811,19886.022038877756,1097.8204830788006
12,17170.19327371235,inf,
13,18168.662653128267,inf,
14,18169.188915413753,inf,
15,18164.100329881905,inf,
16,19159.889331334452,inf,
17,20163.665943195483,inf,
18,19163.378295405462,22171.228474127918,1465.824566491363
19,20163.07810426176,inf,
20,18205.471624510807,20881.701619350322,1430.024058315564
21,19162.527910165525,inf,
22,18163.008342199424,inf,
23,18166.227503213922,inf,
24,19161.37389547935,19809.216827805398,718.5361057931857
25,18160.37388995821,inf,
26,19159.539881130917,inf,
27,19158.75447192108,inf,
28,17164.52033061363,inf,
29,18161.48586389891,inf,
30,19160.119552934313,inf,
31,18159.307244190684,inf,
32,19159.43185434089,inf,
33,19156.853330423917,inf,
34,19153.488484482757,inf,
35,19153.70879585339,inf,
36,18156.604431203312,20088.459569079718,883.9932493486226
37,19152.513121661774,inf,
38,17150.689394331916,inf,
39,18151.174473847925,inf,
40,18155.483124989405,inf,
41,17151.58201639313,inf,
42,19152.53952145652,inf,
43,17153.71579686046,inf,
44,18155.727787438605,inf,
45,19153.551386259292,inf,
46,18150.384547142698,inf,
47,18158.200416227315,inf,
48,17151.660788143832,20013.11804197675,1060.6873011726307
49,19152.23672901966,inf,
50,17151.001212166066,19938.694945649,1372.3719401500794
51,17153.205527072227,inf,
52,16148.977776266001,19182.19466731647,1368.5825994975257
53,16146.643039645214,inf,
54,17148.627457525577,inf,
55,17151.08449812419,inf,
56,17154.02932300167,inf,
57,17151.951663796113,inf,
58,17150.276775309,19153.99275609935,1414.7134899047119
59,17149.81726015833,19221.17203148597,1100.126517361664
60,18147.672800193264,19937.17357051712,1207.0245684514737
61,17146.826502566146,19224.3832024345,1170.5212143038507
62,17160.670513459776,19007.909409795106,912.74009926342
63,18145.21018192108,inf,
64,18145.889599273527,20005.997181484963,1123.5433449410082
65,18147.964029809824,20437.156306426907,1097.8442864903707
66,17162.452547563356,19866.084578998776,1028.4298670229955
67,18147.16723800129,19453.870103933845,1012.8272679049775
68,18148.576767318307,19222.691504012484,1032.4155318841922
69,17145.726225585262,inf,
70,18142.377102198843,19074.720233134252,797.9058384760203
71,17152.101835054058,19288.846307904456,912.4461437826645
72,17142.09198846748,19004.24085977175,914.8372630427227
73,17146.268435515216,19358.796943414545,938.6895122218713
74,18139.661747437123,inf,
75,18143.51936732533,19148.895706271167,654.384881115577
76,17153.56459950845,inf,
77,18141.55228116713,inf,
78,17146.827471591634,inf,
79,18142.491634722028,18859.479700466294,699.2114482410753
80,17141.745399947344,inf,
81,17144.955990461567,inf,
82,17143.125620329156,18215.59150086069,883.2331026106688
83,17147.952127643668,19072.447278909385,1032.0476059764985
84,17144.74179536265,18717.289449608008,903.8750969606713
85,17143.797459944835,18716.95396739657,1049.2330904096998
86,18143.045011727154,inf,
87,18139.363118352416,18929.118090374337,940.0311128184693
88,17141.373203753625,19070.49059885926,798.35964658229
89,17142.350121849482,18712.703716873275,1236.279107268209
90,17140.910842714733,18856.398373789085,881.1642688750429
91,18138.67742817649,19212.845850961614,1161.9999281004311
92,18139.54510202192,18784.996129721778,894.5905340734192
93,17142.547403245844,18998.036591704025,1124.8061779085976
94,17141.28180112561,inf,
95,17137.631587929493,18783.113055877904,1231.0804629632353
96,17141.887888496873,19070.901615586863,962.3716846271401
97,17141.93233389138,18926.7244741181,1144.0529511988057
98,17140.118680120868,inf,
99,17141.971238047438,inf,
