generation,best_fitness,avg_fitness,std_fitness
0,0.08792679879025121,0.32068720248794774,0.19824675486365023
1,0.041899521007749706,0.10883076082395977,0.028083937996347768
2,0.028156147509858565,0.13317200769278245,0.12772544185513424
3,0.02282850467672262,0.12401817575861135,0.16440071971541775
4,0.018159256449170956,0.16718118242520208,0.1739475285321818
5,0.051509653750102344,0.24938540712632404,0.2418961228554403
6,0.0381082480660336,0.16619054078502196,0.1681653767077723
7,0.04705228712581247,0.1290521248532074,0.1490816089497219
8,0.04224472827611493,0.05659451246675204,0.011223208591394477
9,0.014422423479958311,0.05702521039464403,0.031923438080838494
10,0.025794445732779513,0.31587006080674734,0.37337650638577935
11,0.015076538461785277,0.10267185882999912,0.16129757676308926
12,0.05356298392285088,0.26650832170866817,0.3020195379524792
13,0.04694401518119855,0.14309381516738415,0.21413524771266915
14,0.030948059264201095,0.08538481631642623,0.08796387671737123
15,0.04163269368011843,0.150488625328371,0.22806699804311786
16,0.04381423377180195,0.05848404012445572,0.013700267078463417
17,0.0406514689953732,0.09048425857520807,0.061804707450534645
18,0.03995144547098847,0.06484697941927757,0.02176835502776968
19,0.03841133893115078,0.04786853113562203,0.00814942106579651
20,0.038964288237615684,0.06548927248982826,0.028976000571898624
21,0.03169198087361887,0.06629737873622911,0.05158651522422141
22,0.03663510910722356,0.04962864086599911,0.008023167154970444
23,0.04161792772275613,0.12699416023386506,0.22320819227894817
24,0.03511860721250708,0.09204336089078997,0.135680051222738
25,0.03679095929362308,0.06386129885325946,0.0315834220825212
26,0.038660491160491535,0.06510080570966577,0.04370548969527754
27,0.03354070733328422,0.070959321963269,0.046903945009904836
28,0.03446428878202358,0.06051572136737724,0.04494195989432217
29,0.03704105868611879,0.05422582881459889,0.015200557068046579
30,0.03581045935417541,0.0700532024619183,0.04742345977329303
31,0.033750114899789706,0.06890877277727411,0.06808030182920083
32,0.03612512525508971,0.12796026597639795,0.09149046784127238
33,0.03519297106698906,0.09383831381667394,0.06052639250391501
34,0.03669258153362339,83.39800645847676,276.36590210580937
35,0.03483912625871304,0.050375131721194545,0.012671883698482838
36,0.033464256597656124,0.07282944737219774,0.05463159605071628
37,0.03365552648095184,0.08007024783095477,0.08209807059482867
38,0.03289597865344757,0.05809998243879793,0.0413187077709462
39,0.03475084188474764,0.055645568479687414,0.026657201883891996
