generation,best_fitness,avg_fitness,std_fitness
0,0.999999469213523,0.9506237828768367,0.036747622770612505
1,0.999999469213523,0.9694736060788728,0.026201296687108695
2,0.999999469213523,0.9821347848039721,0.016565631896816195
3,0.999999469213523,0.9896766698982372,0.012716690270637545
4,0.999999469213523,0.9879401251779262,0.016610612651991964
5,0.9999994692135232,0.9964903318892805,0.006172500024604875
6,0.9999994692135232,0.9971364016777551,0.003555600610487391
7,0.9999994692135232,0.9965513759262665,0.005068501412598818
8,0.9999995543969926,0.9939362022624774,0.0069258830073799455
9,0.9999995543969928,0.9968822239715596,0.0043303946126041085
10,0.9999995543969928,0.9959377495124391,0.007656036796202904
11,0.9999995543969928,0.9937847394206063,0.009724420218546942
12,0.9999996129860443,0.9974210304880342,0.003328340522488706
13,0.9999996129860443,0.9937272989915922,0.014245650004872669
14,0.9999996129860443,0.9951925274353751,0.008663480312128135
15,0.9999996129860443,0.9976407351587364,0.0051574440792353255
16,0.9999996129860443,0.9957026648821996,0.008878173519093922
17,0.999999630720251,0.9981992932257849,0.002442851541738367
18,0.999999630720251,0.9957432550697982,0.00637519641394147
19,0.999999630720251,0.9939838719003387,0.010349547526116781
20,0.999999630720251,0.9950068224777722,0.009484194792291156
21,0.999999630720251,0.9932585599817253,0.008145536098712911
22,0.999999630720251,0.9922836172072704,0.008138507982513882
23,0.999999630720251,0.9958390459937775,0.003502453500645918
24,0.999999630720251,0.9937831107282786,0.011300562218655564
25,0.999999630720251,0.997637370981127,0.002821961547035972
26,0.999999630720251,0.9956001716281431,0.0070723493303756725
27,0.999999630720251,0.9936892819028899,0.009451485484361857
28,0.999999630720251,0.9907896860089233,0.01168252503835219
29,0.999999630720251,0.992336603435011,0.008413683706780067
