calc_energy_eV,ref_energy_eV,calc_gap_eV,ref_gap_eV
-4076.6377,-267.35070308,2.1950000000000003,2.1903
-4076.0389,-267.15670122,2.23,2.2052
-4076.7858,-267.54140797,2.2060000000000004,2.1904
-4076.6001,-267.37312791,2.2,2.1975
-4074.4135,-266.71317979,2.216,2.1837
-4074.222,-266.64440576,2.2009999999999996,2.1152
-4076.4936,-267.12894106,2.205,2.1092
-4075.7112,-267.03635617,2.224,2.2012
-4076.0053,-267.32786933,2.212,2.1894
-4078.192,-267.7770934,2.15,2.2105
-4077.2001,-267.73120231,2.244,2.1825
-4075.0556,-266.49616585,2.165,2.164
-4076.8928,-267.56313199,2.2379999999999995,2.1677
-4076.8452,-267.60221836,2.1859999999999995,2.2348
-4070.9951,-265.25318345,2.207,2.1292
-4076.638,-267.63816021,2.2640000000000002,2.2061
-4072.3473,-265.82906585,2.2129999999999996,2.1779
-4073.7032,-266.1993673,2.188,2.1863
-4071.2445,-265.25870546,2.2319999999999998,2.1088
-4073.4312,-266.21414973,2.1639999999999997,2.2005
-4074.7837,-266.55533592,2.1420000000000003,2.203
-4078.068,-267.92482522,2.2089999999999996,2.179
-4075.7181,-266.96833674,2.186,2.1576
-4072.0573,-265.3545731,2.213,2.0397
-4076.0234,-266.90636331,2.177,2.1025
-4076.2455,-266.86884992,2.1710000000000003,2.1807
-4073.4438,-266.36300272,2.2430000000000003,2.1604
-4073.4427,-266.54340189,2.2079999999999997,2.1974
-4073.8521,-266.77053898,2.209,2.2201
-4073.7916,-266.11439008,2.1350000000000002,2.1369
-4075.4352,-267.25340735,2.241,2.2138
-4070.2957,-265.38098665,2.2299999999999995,2.2258
-4078.7245,-268.10373337,2.211,2.2194
-4074.9713,-266.67479172,2.2,2.1533
-4071.9277,-265.46611875,2.1529999999999996,2.1756
-4076.2878,-267.15569564,2.2009999999999996,2.205
-4075.8402,-267.02356155,2.2260000000000004,2.1709
-4074.61,-266.84910718,2.258,2.1867
-4077.7341,-267.79999713,2.2209999999999996,2.1308
-4076.7167,-267.80312509,2.2350000000000003,2.214
-4071.9013,-265.41714021,2.174,2.0451
-4075.7933,-266.93886726,2.203,2.1399
-4075.3728,-266.44331013,2.171,2.1454
-4075.7514,-267.2433388,2.2299999999999995,2.1572
-4073.2048,-265.84323663,2.1430000000000002,2.13
-4074.9243,-266.63123969,2.208,2.17
-4073.1514,-266.09969004,2.2220000000000004,2.1716
-4077.4482,-267.60643736,2.1919999999999997,2.1902
-4071.7413,-265.93988087,2.244,2.1941
-4076.4082,-267.14471321,2.174,2.1683
-4085.1847,-269.62971251,2.249,2.2176
-4084.4364,-269.09413757,2.2209999999999996,2.1936
-4084.3498,-269.22289461,2.188,2.2156
-4083.0502,-269.25299633,2.247,2.2337
-4084.9694,-269.41768295,2.193,2.209
-4084.8582,-269.71189862,2.2199999999999998,2.229
-4084.1111,-269.26239767,2.2129999999999996,2.1934
-4085.9657,-269.51556336,2.1860000000000004,2.1899
-4084.257,-268.79695262,2.2019999999999995,2.1738
-4085.4176,-269.5229275,2.201,2.1826
-4084.2227,-269.51298334,2.2230000000000003,2.2224
-4084.945,-269.43106019,2.1670000000000003,2.2204
-4084.5142,-269.16089389,2.2019999999999995,2.2131
-4085.5453,-269.84035408,2.189,2.2009
-4084.9906,-269.27956985,2.2470000000000003,2.1816
-4085.6561,-269.57795898,2.198,2.2189
-4085.6851,-269.8697421,2.1799999999999997,2.2342
-4085.4909,-269.12482395,2.195,2.162
-4084.2457,-268.94780768,2.224,2.1769
-4084.8153,-269.62602358,2.2219999999999995,2.1981
-4084.6758,-269.54922462,2.1849999999999996,2.2246
-4084.1491,-269.63617975,2.1959999999999997,2.2075
-4085.6528,-269.04096152,2.212,2.1754
-4084.416,-269.38865967,2.2260000000000004,2.1842
-4083.9181,-269.20975794,2.2140000000000004,2.2328
-4083.3967,-269.58257558,2.1990000000000003,2.2132
-4084.5986,-269.37192084,2.1959999999999997,2.2242
-4083.6065,-268.71246588,2.2060000000000004,2.1887
-4085.3819,-269.65324953,2.2180000000000004,2.2078
-4084.221,-269.62980872,2.2350000000000003,2.2153
-4083.7188,-269.27198307,2.215,2.2011
-4084.5749,-269.39207641,2.1859999999999995,2.2144
-4083.5827,-268.79546735,2.183,2.2028
-4083.9675,-269.47486178,2.2079999999999997,2.2309
-4084.1609,-269.06790563,2.184,2.2049
-4084.3338,-269.36692795,2.1990000000000003,2.1823
-4083.9377,-269.4130829,2.2390000000000003,2.2041
-4084.0756,-269.011555,2.202,2.2102
-4085.0843,-269.60475637,2.2209999999999996,2.2116
-4085.4906,-269.82282249,2.2319999999999998,2.2016
-4083.5488,-268.86361404,2.195,2.2041
-4083.8139,-269.4787468,2.2150000000000003,2.2285
-4085.5898,-269.74213736,2.1909999999999994,2.1952
-4082.9907,-268.94814917,2.212,2.2269
-4083.6867,-269.55306459,2.209,2.2358
-4084.4742,-269.94613572,2.2800000000000002,2.2308
-4085.0441,-269.42061311,2.177,2.217
-4084.7601,-269.21636134,2.1910000000000003,2.2082
-4084.0025,-269.1817031,2.229,2.2049
-4085.499,-269.52256721,2.2180000000000004,2.1984
