% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=746417, Wed Jul 16 12:44:20 2025
1 12 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
2 24 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
3 36 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
4 48 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
5 60 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
6 72 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
7 84 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
8 96 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
9 108 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
10 120 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
10 120 -0.027448245306256693 -0.009634372872281985 0.006611092705696845 0.028824195900212464 0.9642864115325539 0.9685302121382883 0.9836316765510105 0.9874368210987604 0.9884813024598047 0.9922144963566927 0.993379799932497 0.9953600358438379 0.996661893214223 0.9986095259233815 0.999473953565233 1.0054807498243796 1.0087940859023166 1.024884134601749 1.0339040207924814 1.0549417594716632
