% # columns="iter, evals, sigma, 0, fitness, xbest" seed=366691, Sun Aug  3 15:49:37 2025, <python>{}</python>
1 14 0.09327642913029406 0 13.71306818240312 -12.174755837292878 -3.9229426727643872 1.9878624190450729 1.0726522733941248 -0.10083257136221926 0.06761275076042608 0.023342169194902306 0.01880082908283151 0.12792790918521846 0.9810234532663996 0.9573219661016208 0.9832194769214533 1.5951927850266416 -23.800112826848885 -12.131237673424414 -1.580328591357386 2.349230347570732 1.9017777958515054 1.8094732010740098 -0.16592295011912522 -0.06161834003441431 0.16351357950444817 0.15396613984298108 -0.0381385234548987 -0.008764005151228148 0.6741161154284683 1.0945146587177184 0.7965064591463896 0.9663561958152157 1.150356700064641 2.804379334346053
2 28 0.08950599655187981 0 6.348735476236647 -12.19866450408403 -3.9051188294598935 1.87786927233672 1.2399281743716344 -0.10026458213050496 0.06259322945422165 0.021570800509907312 -0.08565333118322127 0.11937575197479344 0.9384476230124827 0.9968528506366287 0.9604492421651709 1.5395433209373943 -23.706628621753364 -12.236086716569107 -1.661401614323578 2.5790845507862894 1.9712867661853846 1.834729560010055 -0.15573182834051028 -0.05693859171082249 0.16633976685579677 0.14277774409135865 -0.0356199561711499 -0.008654947578274246 0.7025799484239291 1.0952245507555711 0.9120938840687279 0.975844120338461 1.080947940957693 2.7375084850027718
3 42 0.0877903096914196 0 7.116823042008189 -12.138487856012738 -3.804418925667232 2.015079295781889 1.1018538942356901 -0.10597325818011796 0.06089588884388826 0.08066748259769221 -0.014497966495269653 0.13595990395876056 0.9465079824429088 0.8998472925586821 0.9494134194238116 1.6258730705234787 -23.689420832988244 -12.131754163522402 -1.7000691780540627 2.538259214503699 1.9589636115533842 1.8782068829916274 -0.16077207178309938 -0.05809580813666548 0.16425063095445241 0.1529128941960202 -0.03815059920104346 -0.00867401343483474 0.6227253789918887 1.0905715396872973 0.9095596190616607 1.0890011295465967 1.081028418935065 2.6538917266384927
4 56 0.0866693203010727 0 4.470335405747721 -12.248090284181556 -3.7742619099914996 1.9800690418250038 1.2123853817639574 -0.10367181799467434 0.06562831258732578 0.13771157993816924 -0.07301649023819684 0.13616335867011276 0.9010943943147405 0.961356963023947 0.95514006166509 1.616849887307927 -23.796990388961394 -12.228375592888543 -1.7176406620909426 2.457540529946232 2.156741156145793 1.9819078185454932 -0.15305535927027128 -0.056675849950373516 0.15422249227470636 0.148314468666887 -0.036122182033531604 -0.009103480138442073 0.6954291842581778 1.0313485185972138 0.9103571080726048 0.9832263296152914 1.1275986583082416 2.7687571012231693
5 70 0.08729438344106714 0 4.007627087691518 -12.288279792249934 -3.986087957122125 1.9698516117551605 1.2552717686733559 -0.10460614867254409 0.06641404063104078 0.1268166103433237 -0.053438379161958365 0.12669221843343398 0.9967772282249058 0.986565122501839 0.9416175505162768 1.5403063968867776 -23.60749778157132 -12.25482394945544 -1.7631949657113828 2.4031266481780587 2.111905178270924 1.977442143661351 -0.1562474677019719 -0.05507862522642598 0.15633072395225073 0.14777235113920298 -0.03876789602343224 -0.008812715668087829 0.6674569454723235 1.0953374675657261 0.8746832173816815 0.9231520796821071 1.0898278014443046 2.731454542315078
6 84 0.0889724186322123 0 2.762087531949045 -12.155156995569051 -3.8248495700187886 1.9129990991442847 1.1751467692184892 -0.10633692338503803 0.06684873497838034 0.06081131042756629 -0.09712391895915726 0.12065062546184238 0.9213921624083711 0.9424173824416977 0.9428634939498616 1.5467982980870139 -23.66493981243558 -12.256235616692383 -1.8121468283071471 2.549710558394656 2.162260144334762 1.9040619355216923 -0.1580566138958749 -0.057333288648721545 0.1637747855134138 0.15258121799838947 -0.03740526372689107 -0.008606501022993854 0.6807347121261661 1.0794490610365564 0.9140387168290026 0.9993298680341367 1.0878913730773507 2.6896874387256453
7 98 0.0922078368112273 0 2.385260197664445 -12.487720734217636 -3.766351226352045 1.9888705423543487 1.1374456537784021 -0.10881011304624566 0.06670354420272279 0.18332599234804187 -0.023281555094911754 0.13463894043022018 0.9273191554182633 1.0054610315451387 0.9244717626862249 1.695548299934044 -23.736614125279516 -12.121887007319685 -1.6818274544218053 2.449342891234143 2.152946493591199 2.161352283145022 -0.15480221600696728 -0.055037457962026 0.15342409332358545 0.14011105646354488 -0.03766120207118211 -0.008226440105338116 0.7075829988849357 1.0999985975464859 0.9146152046641495 1.0011776721737282 1.0947389019172564 2.5943271473136864
8 112 0.09591527954074502 0 1.2255592163830396 -12.52112568061388 -3.868838141166476 1.8464156614010276 1.156093033439012 -0.10988099141448161 0.06681917767464918 0.06114346752863997 -0.0936712340523868 0.13496763805715986 0.9029771522510718 0.979544962873028 0.9238070980899685 1.585654687435587 -23.88842123613693 -12.122115933031576 -1.7198778654302 2.438331122679543 2.17373312754699 1.979587421662535 -0.16008617800365132 -0.05777232442333673 0.1684851602404083 0.14561551849084534 -0.03776565717328472 -0.00856149948440485 0.6810083271146294 1.0997504920177446 0.9150914155813624 0.9556356084958233 1.1077631255103406 2.647140913608492
9 126 0.09937974909557144 0 0.8862353722860076 -12.430740849953855 -3.599287666861742 1.84242660848802 1.1180612444135398 -0.10982227705387251 0.06689882074948711 0.05234357754592425 -0.09932873942249568 0.138096831502405 0.9695921889069469 0.9503063107972349 0.9240651262496833 1.6641561637404403 -23.735272224289105 -12.082440473370466 -1.809686214352234 2.350799499399985 2.190129519938937 1.9897578598147878 -0.1790422326395524 -0.05624210899495848 0.1494768523133775 0.14025284898661183 -0.03678997728855875 -0.009110914430844283 0.6573739617997759 1.0797058618296664 0.8830171204152214 0.9710904735884965 1.0820993863065862 2.787000325584033
10 140 0.10249554923531286 0 0.7350490771128242 -12.438621048167654 -3.6956246907895545 1.8139059078186623 1.090424225563088 -0.11304648808364727 0.06041457972220105 0.06870675620364171 -0.08326180210601644 0.12490071732827458 0.9014035614372521 1.0046113981317724 0.9281383867698797 1.6833303602781566 -23.68339089483805 -12.113702724189466 -1.74497639990869 2.4545036903641537 2.156487267790469 2.1585008432465713 -0.17924254694560918 -0.056702579338064864 0.15397708442815558 0.1346929155525918 -0.03564482450326681 -0.008970070144985274 0.7007013431385017 1.0828663666488476 0.9086679516679498 0.9008564867459644 1.0814552446531962 2.7930402741498344
11 154 0.1080457511615229 0 0.6710588964457114 -12.399047656041965 -3.746646897433319 1.8350949779020902 1.0834308912488275 -0.1128883680760651 0.05803261252322917 0.0701694259685137 -0.05875305307067105 0.13624384396491268 0.9001383616071307 1.0134555924348496 0.9340105773716947 1.521810711462094 -23.404757758336203 -12.103496718275656 -1.8412937181292446 2.311279756175548 2.191131965803679 2.161019880317014 -0.1831441728956847 -0.056766664668328005 0.1470566414280598 0.15665980073133978 -0.03694490553367128 -0.009411270980609532 0.6848235595569975 1.0992535900832128 0.9137986953551506 0.9260697815965208 1.0807260494138689 2.7319611285021224
12 168 0.11288274421769715 0 0.9692322789580754 -12.353438407897007 -3.816718501556884 1.8432820095299205 1.1829812625473022 -0.10722193685211909 0.062587575249902 0.050350343008947585 -0.08401486901208485 0.1224616644970389 0.918460038514444 1.012539663699323 0.943972757208587 1.6515042589593487 -23.380082998711213 -11.911141966429552 -1.8565231448080417 2.3118623237209834 2.1889338979019923 2.1534356023121104 -0.16788284318158406 -0.05696302182384462 0.14803763373115203 0.13614888635432987 -0.03461360907090839 -0.009312266173823948 0.70744398646898 1.0720922022218144 0.9150107767579901 0.9367202073511873 1.0818418410352424 2.780804294134084
13 182 0.11963110414320888 0 0.44307064427647336 -12.671729408844143 -3.7808993211474244 1.8414566427645187 1.0767867234787436 -0.10942151044279233 0.06643758835954834 0.14326989714488314 -0.07622498926247959 0.12258782757477509 0.9047657271383616 0.9698364346205949 0.9443979722730811 1.6882713097389372 -23.20795063177077 -11.986031709561454 -1.8556784796670664 2.3842829234434197 2.1917078219623822 2.152958403491968 -0.1646339473948624 -0.05580073909387115 0.14839016193787458 0.14621977739535244 -0.03851420635881772 -0.009384696689421344 0.6935584069731938 1.0355780948805486 0.9146195756878194 0.9217848813871105 1.0807227990973207 2.8305574521652708
