generation,best_fitness,avg_fitness,std_fitness,delta_element.Cd.levels[0],delta_element.Cd.levels[1],delta_element.Cd.slater[0],delta_element.Cd.slater[1],delta_element.Cd.shpoly[0],delta_element.Cd.shpoly[1],delta_element.Cd.kcn[0],delta_element.Cd.kcn[1],delta_element.Cd.gam,delta_element.Cd.lgam[0],delta_element.Cd.lgam[1],delta_element.Cd.arep,delta_element.Cd.en,delta_element.S.levels[0],delta_element.S.levels[1],delta_element.S.levels[2],delta_element.S.slater[0],delta_element.S.slater[1],delta_element.S.slater[2],delta_element.S.shpoly[0],delta_element.S.shpoly[1],delta_element.S.shpoly[2],delta_element.S.kcn[0],delta_element.S.kcn[1],delta_element.S.kcn[2],delta_element.S.gam,delta_element.S.lgam[0],delta_element.S.lgam[1],delta_element.S.lgam[2],delta_element.S.arep,delta_element.S.en
20,1.5862744335864463,1.5862744335864463,0.0,1.9901259045806317,0.39259301279596137,-0.2139041332349041,0.18530135558157723,0.008528530751955199,-0.003965068837311181,-0.08659814945225976,0.08954762617288167,0.025076831142767486,0.04363344705922967,-0.1629039956146915,0.013203205536802765,-0.33331406032652766,5.059905922034243,-1.8599268702079481,-0.1652213376467926,-0.44666705097870363,0.4927666839535929,-0.23030569976973214,-0.00913588744450572,-0.011376096359069061,-0.007499729417032003,-0.010218905129751404,0.008503904253893524,0.0007436317459213523,-0.05682599387279441,-0.2253831215508617,0.0412167949389205,0.14663158857702285,0.1953274329520709,0.13890983072631524
21,0.03347294489884334,0.03347294489884334,0.0,2.2055397004614985,-0.04254161683192592,0.009066347672623154,-0.0042402051309502475,-0.006794284474359966,-0.0019405411230020986,-0.023052870912035922,-0.056416797909777286,-0.02467002153742605,0.11101618352764553,-0.03157570893981543,0.21490385488534303,-0.03517654357191646,5.417413492008485,-2.3958889322067343,-0.16544646789060846,-0.33697297460770637,-0.44001975126429826,0.352830136609239,-0.01732064018124374,0.001852588198527634,0.037370140241746425,-0.03216628156188532,-0.005170144195228182,-0.0019570850602713737,-0.09084860885389112,-0.24885176521129504,0.021171247439946028,0.08828243766810151,0.27906097024281884,-0.35473683776339326
22,0.15849990456613772,0.15849990456613772,0.0,-0.24594167971637582,-0.16071223486395558,0.15780581245585656,0.12945925017417426,-0.015454098999248322,-0.012368091472072316,-0.01423418538914241,0.14923900916508281,-0.014931481942201119,-0.13796956241575342,-0.13628860056410752,-0.08649343411528165,-0.4074827608121798,3.50090154382001,-0.9286392658651312,-0.11912310256326353,-0.18272973894444355,-0.40893961719543825,-0.3401082360622254,-0.001305815722594722,-0.0034498128806466424,-0.03898277524598642,-0.019640417986718534,0.006125606935388647,0.001961715248391795,-0.02828630185653902,-0.11263642319256606,0.13386461684371465,-0.23702242083299807,-0.15439990559463213,0.3113817628410005
23,0.9373029177645826,0.9373029177645826,0.0,-2.0766245954338434,0.13632010591995058,-0.08122981925045036,0.07665900214317456,-0.015396301440978505,-0.001518907040617197,0.17371834013764278,0.19197599748763505,-0.018257878369139502,-0.07010309459675024,0.010589435445167217,-0.041644946003777106,-0.2310997565509585,5.690260930340543,-1.0622507301640542,0.2972710945155974,0.4038222938924534,-0.4834823390509564,0.3990831423312291,0.020767071515529867,-0.008629440470561307,-0.01293627184795998,-0.0014461123945836984,0.006711835575043984,4.9579458746121935e-05,0.15180300597410223,-0.09956042759273598,0.0076827524549801796,0.11052973178074255,0.06431075474764647,-0.5698781833310509
24,1.7157401124299145,1.7157401124299145,0.0,2.6064141784157133,0.483017155247607,-0.23374288041902513,0.2197582944450125,-0.019567639963049444,0.009594629206877064,0.15441398643696458,-0.08673713044018781,-0.014208008422735105,-0.11017222631523249,-0.1258100416747313,0.20693987121624557,0.14880860884352676,5.322456667894013,0.1054080075733097,0.1289388398910689,0.01603466206518167,0.43559167850839,-0.1936092266015741,0.038037103719909426,-0.0012612665521669689,0.022852363727759673,-0.011645997101940586,0.003604976520207352,0.0001970699491401079,0.020509695864861843,0.17298480475948197,-0.007560227580163614,-0.09717935462155047,-0.21941430752081392,0.6119714084739716
25,1.6124178345355165,1.6124178345355165,0.0,-2.807504259117234,-0.002102804957473836,0.23784233867494375,-0.08595362326704614,0.01351908646462903,-0.011794947063738119,0.14541967417721405,0.19794109238158936,0.005588842238239522,0.09191284412882483,0.18091576103209317,-0.10291758245980265,0.35426622728605706,0.8398827997565448,0.17939491584660416,-0.1693415687546065,-0.3522606808288544,-0.26121205519006185,0.2804266397674753,0.02663417251974526,-0.007089140548125532,0.018237879514092337,0.014324754084493602,0.005981035829573194,-0.00011757788658337508,0.013885348159010769,0.12336785383475557,-0.18850136765754377,0.05113464064851869,0.11741352863747623,-0.5577824379457237
26,0.9058506592891975,0.9058506592891975,0.0,-0.3974571406261358,-0.49724263403067104,-0.2550076543075368,0.09845668519601425,-0.01996382108552522,-0.011723612592185073,0.02969047503338064,-0.07987378942705582,-0.007616675787353852,-0.12718853849827605,0.17232300398689138,0.10354508664607143,0.3957126767945276,4.907784637123118,-0.5862510982310436,-0.042983798972893394,0.13040512678349403,0.33401461230329543,-0.4190493056826412,-0.023959216458728144,-0.005145674225498727,0.030163808897258865,0.009789940761066901,0.0069566727610250075,-0.0002155179842664185,-0.043233502210558106,-0.17376776365832092,-0.11457147370938792,-0.23170125900623184,-0.25811937349306446,0.14351109498542547
27,1.0241686652472688,1.0241686652472688,0.0,2.591240421567184,0.15089168074207304,0.40857430153448604,-0.011382970479640653,-0.004391629031681207,8.60653856420146e-05,0.16792315694309265,-0.02249571640143433,-0.024348159657424873,-0.15362717975254225,0.08255348324807887,-0.22683714672807376,0.22701034062548642,-5.8392134808703595,0.03287921221921408,-0.3362095957655966,-0.05721845806178205,0.32392048964059894,0.3658313756721281,0.010903150068910239,0.004637689309891495,0.004193797431401025,0.02383098629499611,-0.0032139184949851185,0.0003720783004317659,0.03681582402241934,-0.1797671234991749,-0.1298519323718429,-0.10251074025265472,0.21891959182485765,0.41159515447741546
28,1.0642091381161878,1.0642091381161878,0.0,-0.6746617389642253,0.238633116143244,-0.26890408122339027,-0.24619830027233536,-0.0010895270735309937,0.0113239742375809,0.07183944547708632,0.05538563536001791,0.026887869533140624,0.2055057608517321,-0.1397528912609255,0.06887579496113871,-0.3152658612995711,4.276811426229347,-1.1653307412525447,0.3031040522102575,0.15038206951222532,0.4061509296756465,-0.24451065974180541,-0.0028279015983431743,-0.003321923830454189,0.014918813878268045,0.018724041576718253,0.00799296113076427,0.0018302263148580371,-0.1502122734692436,-0.18456068720195895,0.04301734141748359,-0.10384682194471806,0.14894432898960797,0.18868506555275388
29,2.8664147366307167,2.8664147366307167,0.0,2.188367380789069,0.4312157587658305,-0.26039375305808754,0.21385375396361406,0.011559378634441939,-0.004471058211883441,-0.09837881684597684,0.0930692435080793,0.02786612598904359,0.03440450526499439,-0.18752093908662537,0.035383591031581396,-0.3954881137579256,5.747866911571574,-2.1257171679842717,-0.18665637553519776,-0.5289057234678674,0.3666163487003926,-0.2449405670466529,-0.010478075608011839,-0.013770812432213432,-0.008537904001084617,-0.011921255938612207,0.009063785138612168,0.0008237256775022539,-0.05414629760950951,-0.20660153119628655,0.05406205151914445,0.1514367381114976,0.19647760936536662,0.14283335116752172
30,1.2042067341823,1.2042067341823,0.0,1.427580263001607,-0.756228554421368,-0.3195350092673692,-0.07751036749099138,0.0019605500120720987,0.012077919546944996,0.10814145217173807,0.013648877950960807,-0.02844607779876973,0.24219510314201953,0.01165057238553624,0.07728643328529672,0.38927284491412495,-3.4507364397265654,-0.7422945627535498,0.009546624168115692,0.6230439430152068,0.30555685283145184,0.2938711966258154,0.03932783684758939,-0.013439858572861528,-0.03492542701746007,0.030536351603497297,0.003877070164557024,-0.0007923827860713724,0.15106541038505594,0.06083142965729427,0.10959728174000183,-0.012600516925957761,0.19256166705076883,0.26386669904307114
31,1.226998069338662,1.226998069338662,0.0,2.956710471870327,-0.7713356041225032,0.4577487254853745,-0.2127268585756792,-0.012515138873873274,0.013395952122011515,0.15959417426192232,-0.09624182890029384,-0.03267292270267659,0.2357475423318922,0.18811236969851686,0.2558173145225373,0.24226691161317682,-3.8546793610960215,2.4555689431052343,0.37153846289563575,0.3665890878394107,-0.475720133306323,0.4200224349938777,-0.030948699782225114,0.01388021886922327,0.037105360303255897,0.03280787146539613,-0.006777494550889232,-0.001971624490065528,-0.1484813504939539,0.21730318994105646,-0.16271494726897995,0.054375289181168185,0.2819509524923016,-0.5510035680158398
32,1.0543143012341254,1.0543143012341254,0.0,0.8057894723233332,-0.80857930398775,0.4706851753369068,-0.17462490456909308,0.025046711996586438,0.015468496916226412,0.03165868992361206,-0.06515866982589062,-0.02918654183513407,0.24331153928461835,0.2269038130189941,0.24361867435808193,0.37165195623025715,-5.124855609354299,2.647628400404118,-0.4013819825214564,-0.5693685880694883,-0.05429498649328579,0.35569728871987216,-0.04132195116449691,0.012575055500410277,0.038684023817875945,0.033206299954929935,-0.00693720548353885,-0.0019949191867885633,-0.14710968816129177,0.06164766140502187,-0.14962156378462976,0.24257221990209255,0.2800897611272566,-0.47851328670412396
33,1.3822982237916275,1.3822982237916275,0.0,0.27736660440489125,0.23588778118713938,0.24296209328384455,-0.010503658032676055,0.004251139360789441,-0.00627597546488462,0.10709010642541408,0.14579993353605478,-0.0037171138521346625,0.1270916078673916,-0.16271310417526796,-0.07704803783353154,0.18140002876325023,0.08410685491058345,-1.2080077271214904,0.3704721631768044,0.39426965056292085,0.48111878222870663,0.21751421458208586,-0.036121069053320354,0.014848735438764575,-0.030794975696142396,0.021052903679983415,-0.004126542530447301,0.00016254227997017368,0.1522358632009655,0.1617819456427314,0.08068921374163374,0.19842997209151636,0.03326708567415437,0.10585150096017992
34,1.5894506723228234,1.5894506723228234,0.0,1.3575548325360316,0.8602480722994046,0.39027602859445,-0.23372283284542095,-0.002339472145709773,0.007740219161479989,-0.09139271106760276,-0.013289489566363583,-0.028135782814351612,0.21948184844119156,0.014673986828873775,-0.24856136185126254,-0.05492381641456623,-3.441761403364989,2.634823381938057,-0.4222399629598632,-0.5766158286388188,-0.022271345746824878,0.11980133258090042,-0.04079422368529939,0.009215310686038591,0.036210841348793044,-0.028996595959291604,-0.007227707837360223,-0.002138794269590946,-0.15950125456400527,0.030529574878169763,0.1987479200080925,0.23314660415282007,0.2974718965322196,-0.33180411606010773
35,1.0462122948324524,1.0462122948324524,0.0,0.03976756056086117,0.4151398140902791,0.39152478105675037,-0.2961316570866557,0.003395208200125177,0.010993222618994977,-0.0037399495043943867,-0.009801426955238925,0.01682065206467112,-0.15960784144950624,-0.12642381915721435,0.25221848371321354,0.1818436764667577,-5.669381331106589,-1.650610302002999,0.10201142705102839,0.36799918120559383,0.12106910980194474,0.01628531152685886,-0.01884011470553465,-0.007394902998386209,-0.03890910050645613,0.019420377998629973,0.00861550722917051,0.0006249807992138381,0.15910927839853617,-0.024167464623475188,0.04758632632442916,-0.146375899591624,-0.008146220782852653,0.6299529645910797
36,0.21315001012944346,0.21315001012944346,0.0,-2.3717032693585516,-0.7164777111620881,0.3323541331244777,-0.19505525378834576,-0.019847579653892222,0.009474945798515572,0.03929342447686817,-0.06723510610255583,-0.03220315154935585,0.24783645171793522,0.14120101681576258,0.25468367211664145,0.2449748683462576,-5.888736882122014,-2.9498980025363704,-0.4263319275102453,0.13662823278703096,-0.43426758569010193,0.47338861367840934,-0.029737974339715034,0.010553487050902415,0.035661245188260776,-0.035244810983355704,-0.00844316217752459,-0.0021229550835605154,-0.15959787862864172,0.24141575608668653,-0.16751609173591553,-0.12472732438182055,-0.23768565114126683,-0.6430017925026217
37,0.629405871561252,0.629405871561252,0.0,1.1968880593339986,0.9646887024232544,-0.46942577451467615,-0.29673918253610676,0.025063036465988703,0.010929790693932434,-0.08979382577049454,0.011211258851864359,0.0063328976541987825,0.23173403211641674,-0.045942901711243156,0.24337511280452762,-0.07359620963323632,-3.23967566912739,2.5359024231199268,-0.4146703866564492,-0.6178365624095605,-0.03766595895024949,0.1308066084329118,-0.03608997706492287,0.012136178065730203,0.03985532253114152,-0.03519665539849995,-0.009067291662361664,-0.0021079042338598367,-0.12625975661007072,-0.0031641993703308557,0.17540343324372498,0.2040547108480264,-0.06968072544767145,-0.23558125458925128
38,1.3809867840243801,1.3809867840243801,0.0,1.1396902086354537,0.9504024404666445,-0.46720906172216026,-0.1707476561187966,-0.0056211288425094125,0.004832885307598331,-0.08641604938244603,-0.001846854828177473,-0.032541737209911284,0.24630311247344006,-0.03915357799251651,0.25167148257360683,-0.08482466104779962,-3.430949711767745,2.471405901429815,-0.41449366349811667,-0.5555423469759473,-0.08766804930649563,0.08834140403688817,-0.03497730682491362,0.014618421442217762,0.038214495316892166,-0.03253012097885752,-0.008399473600747956,-0.002054007930867123,-0.14802030399413635,0.017524629439375605,0.20230171094071336,0.24959202786940193,-0.06854057360542387,-0.23855170709912432
