generation,best_fitness,avg_fitness,std_fitness,delta_element.Cd.levels[0],delta_element.Cd.levels[1],delta_element.Cd.slater[0],delta_element.Cd.slater[1],delta_element.Cd.shpoly[0],delta_element.Cd.shpoly[1],delta_element.Cd.kcn[0],delta_element.Cd.kcn[1],delta_element.Cd.gam,delta_element.Cd.lgam[0],delta_element.Cd.lgam[1],delta_element.Cd.arep,delta_element.Cd.en,delta_element.S.levels[0],delta_element.S.levels[1],delta_element.S.levels[2],delta_element.S.slater[0],delta_element.S.slater[1],delta_element.S.slater[2],delta_element.S.shpoly[0],delta_element.S.shpoly[1],delta_element.S.shpoly[2],delta_element.S.kcn[0],delta_element.S.kcn[1],delta_element.S.kcn[2],delta_element.S.gam,delta_element.S.lgam[0],delta_element.S.lgam[1],delta_element.S.lgam[2],delta_element.S.arep,delta_element.S.en
0,1.320012556624544,1.320012556624544,0.0,0.7837381629685183,0.7778849731103672,0.10708760136970463,-0.05921816746220987,0.02557121197224954,-0.005200316476758511,0.03159069938070544,0.1333608641202943,-0.012742217191289748,-0.1350139969220504,-0.048002189052475774,-0.14290875436649741,0.27606946512915087,-4.014084037864862,1.3171881616685397,0.2047180066979719,-0.32827061235615806,-0.057018985093574504,0.04522530916236933,0.014392586905598831,0.009935108384704981,-0.03852345561512742,-0.02088645876452569,0.0026101331469071953,-0.00012359827405449518,0.053459561339552986,0.19693635512369667,0.040550093583006874,-0.24743915908245318,0.24117218619193292,0.03783469696610675
1,0.9478558264050501,0.9478558264050501,0.0,-2.332729250816243,0.3422595379641944,-0.18594767896451492,-0.1747982702109887,-0.01944644593574721,0.009079708898352232,0.08546096277393322,0.15587468914796362,0.0016337177696011118,0.14400665767651266,0.176682251001831,-0.17038902773215414,0.09935191109365915,1.458123478605689,-1.9449491545182713,-0.21530769308479902,0.07789907916717365,-0.26350211737751716,0.23255206623828295,-0.02886015369318151,0.002335414978748597,0.018930226293159158,0.013861419939931952,0.0059203506296066286,0.0001862852696670192,0.10231920383474225,0.0977384588992729,-0.18692432757060296,-0.22976755163696994,0.24034455108550978,-0.4309220446423363
2,1.2646144984342067,1.2646144984342067,0.0,1.0038408862171533,-0.46403886050166276,0.16720840705105555,-0.05376970365334466,0.010156690310850786,-0.013136073697842275,0.18829649927810735,-0.015020662371278817,-0.002580796935709062,-0.21336674607444506,-0.09747273165827885,0.2128699606542932,0.12371468265795049,2.1500372672675674,0.4920033125486558,-0.21076941496464885,0.3477317004465359,-0.483875739327434,0.06935392013508057,-0.03365654706970031,-0.009812378864035833,0.029050045523862034,0.021323813821338605,-0.004219303011295944,-0.0007048037176971798,0.021330541326381458,-0.23677632980982222,0.001348928331534105,-0.1882415675877791,0.20711929338088098,-0.5597345537542346
3,0.38847796500764686,0.38847796500764686,0.0,1.3961608622837662,0.3804738243019514,0.3426324876389515,0.27283093722216045,0.02024362080774597,-0.004867533546047506,0.07836992139485632,-0.021984579721410463,-9.235069926463724e-05,0.13982959687194096,0.1689769373044675,-0.03766259361182622,0.18639619276251773,1.791394246306563,-0.6631874603106223,-0.04078231273111932,0.579998823744857,-0.06384334491549515,-0.2625036981108111,0.039048751372118634,0.0011596335832819646,0.015517327826610638,-0.01763511326326389,0.0020705454928332256,-0.0003260668914867801,0.12891734753444395,-0.17864053909107114,0.12805844138299405,0.08427654962901299,0.035686171818338774,0.294360584268178
4,0.21062203125624146,0.21062203125624146,0.0,-0.6591008920240142,0.406448824347871,0.33252137912032786,0.21247187702936388,-0.005320698200295335,-0.00402147154627841,-0.07585610084360753,-0.08414677302155099,0.028112254816946958,0.22635575742735625,-0.11232526832831502,-0.035458034968577135,-0.22777747005002924,3.505471478342635,2.4860356142618674,0.2166552002745772,-0.5320366454650629,-0.15942640142926745,0.4269392245736787,-0.0038504576011769986,-0.008494741499562287,-0.004737307671951574,-0.03446007900137925,0.006273723957280805,-0.0010708067021818826,0.08770013596765769,-0.08636857303372247,0.12503358994252844,-0.10928958532572586,0.006234251539334323,0.33252788940790756
5,0.99078428781187,0.99078428781187,0.0,-2.752936022514257,0.2585444766425806,0.021180546685476642,-0.2112837716171574,-0.01972369347073616,-0.013477342007198093,0.03255603729463738,-0.09432965161782189,0.026631382225116518,-0.15940401127806703,0.1599765908657892,0.06112695229432297,-0.19573517068522195,-1.6299683407488565,2.0304811880166564,-0.2176170828891124,-0.5243556513248386,0.37582568361487567,-0.38310980953761864,-0.010169052837361164,0.011417065655790835,0.024504097583982115,0.019829728549300096,0.0005951671959045432,0.0011898723412228631,0.027334484178200946,-0.12332462591697291,-0.08724100991745931,-0.1659644000909064,0.007529980623075083,-0.06790131074648897
6,1.0608517329942888,1.0608517329942888,0.0,-2.8524234811249585,-0.3620770172893466,0.1262375922197072,-0.2524532692416437,-0.015435525739869449,0.013721542226088485,0.0604039755192938,-0.0884224813217744,-0.009460361219529811,-0.23758651425360822,-0.06148247629380277,0.14921029935249663,-0.07352531317284283,1.3823214456967214,-1.5954023893873153,-0.03236507302126501,-0.3903346637399867,-0.21603504469164125,-0.33820823990040805,-0.035495453700718466,0.0150572903920431,-0.020283547912280236,0.012024514817478293,0.0029113928761239985,-0.0011956343497522975,0.1254234369651024,-0.02178100865057664,-0.006088872417448377,0.046154450463512964,-0.003774434768841095,-0.43318200854385047
7,1.3169495057328509,1.3169495057328509,0.0,-2.1660221624315685,-0.4621844170819407,0.31025882940707294,-0.1912395423377382,-0.022041861011658254,-0.004368685081878709,0.06420140999062635,0.0588493327451691,-0.028260976914451938,0.16285520812234733,-0.17020735200668424,-0.20029881051766885,0.07929601312186652,-1.7390614546331449,1.714595030641302,0.1445622769809043,0.6188376848339248,-0.4839926756676767,0.3807606118684226,-0.01134518818292743,-0.0038005902127437943,0.03570549823274566,-0.0002463383767605798,0.007049390663398623,-0.0007686885158896452,0.06501895895584153,-0.0860458287491308,0.18249520386023244,-0.1706252637833845,-0.11803132380315406,0.07072819132266739
8,0.47611657880834346,0.47611657880834346,0.0,1.5349772056718152,0.5517247117869086,0.26839957863326314,-0.2375984641038349,0.008781605898136452,-0.014013919847061594,0.1777424009961747,0.04211900478095951,0.024101896059717104,0.10487601435352922,0.10084584630633253,0.10069705215137881,-0.30776791774017753,-1.0969670729226557,-0.13497157953475458,-0.09314524787740597,-0.24114398131554937,0.11145822555104079,-0.3771394811925073,-0.03808190021006827,0.012297124708497566,0.036239530926176655,0.020376270713572953,-0.005805540587189538,-0.0005258761149038553,0.15521503354934363,-0.24821206603503054,-0.0762630058405872,-0.034155931236913295,-0.1520281594618953,0.2724347814848018
9,0.2592269751588363,0.2592269751588363,0.0,1.4921551869938199,0.41720724122677444,0.03531160333195871,0.2303482420433982,0.01094806244508624,0.006471648144276532,0.1278437070752733,0.009142833669248701,0.030158724788922564,0.15879930332792136,-0.21853357091675996,-0.19238697568126428,-0.35863721069731436,-1.5391985801569525,-0.49351689074671334,0.05930360225875808,0.16195270015308028,-0.44137070733482875,0.23740304838467896,-0.029237314162807698,-0.005755809817636549,0.020598176124886597,0.01049209388040842,-0.0008982125276495584,0.0007760591540016959,0.16088072829049982,-0.05093922855394162,0.05891779405800435,0.013424004106525445,0.28092564601399195,0.6148417298198305
