generation,best_fitness,avg_fitness,std_fitness
0,0.41782884730608116,0.20735458284866834,0.0768411996544873
1,0.41782884730608116,0.3298700275851772,0.06473840564105893
2,0.45155082114082395,0.4078874477262565,0.053476512646044735
3,0.54728649581653,0.3737939222198222,0.09162055866287643
4,0.49068669908580365,0.36948961891865695,0.07978866981268816
5,0.5891528833917684,0.49937446507930083,0.04412511444302845
6,0.6355262818477885,0.47385373536810904,0.07251216602231801
7,0.6175036796214446,0.5624091650962677,0.03742408206379501
8,0.6341334376855701,0.5494320088379425,0.10309405797420831
9,0.6631637226825832,0.5961575389871829,0.06314110836307406
10,0.6804968722837795,0.6231208227190663,0.05087577410880384
10,0.653412911954277,0.6264303745821678,0.01940858022486812
11,0.6508433526930723,0.6326678531117811,0.010152102009267621
12,0.647240638870192,0.6227051832852851,0.015401584856116179
13,0.648561602995223,0.6300847325486072,0.011896250761928524
14,0.6518699753579437,0.633055612821925,0.012384136943387946
15,0.6530793011358086,0.631582415803656,0.014842707131802463
16,0.6477985810523539,0.634105355461804,0.014566340277228078
17,0.6457944296426996,0.6306033051562714,0.011911887536804321
18,0.6463267200635684,0.6315927223349618,0.012221230194599456
19,0.659592910264196,0.6399890355902277,0.011389064194410482
19,0.45593325838431675,0.4503109870396688,0.004194515852274983
